FOL_PROG,CVE_EDO,ESTADO,MUNICIPIO,SOLICITANT,TIPO_PROP,CONCEPTO,ESQUEMA,SUP_HA,MONTO_CNF,MONTO_PI,MONTO_TOT,EJERCICIO,GERENCIA
SMLVAP5525150029,15,MÉXICO,TENANGO DEL VALLE,BIENES COMUNALES TENANGO DEL VALLE,COMUNIDAD,SA.2 MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES A TRAVÉS DE FONDOS CONCURRENTES 2025,MLPSA-FC,300,2356000,1800000,4156000,2025,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
SMLVAP5525150016,15,MÉXICO,TEMASCALCINGO,EJIDO SANTIAGO COACHOCHITLAN,EJIDO,SA.2 MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES A TRAVÉS DE FONDOS CONCURRENTES 2025,MLPSA-FC,135.76,1107776,814560,1922336,2025,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
SMLVAP5525150017,15,MÉXICO,MORELOS,EJIDO SAN SEBASTIAN,EJIDO,SA.2 MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES A TRAVÉS DE FONDOS CONCURRENTES 2025,MLPSA-FC,300,2356000,1800000,4156000,2025,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
SMLVAP5525150026,15,MÉXICO,ACAMBAY DE RUÍZ CASTAÑEDA,EJIDO RANCHERIA DE AGOSTADERO,EJIDO,SA.2 MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES A TRAVÉS DE FONDOS CONCURRENTES 2025,MLPSA-FC,200,1596000,1200000,2796000,2025,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
SMLVAP5525150033,15,MÉXICO,LERMA,EJIDO SANTA MARIA TLALMIMILOLPAN,EJIDO,SA.2 MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES A TRAVÉS DE FONDOS CONCURRENTES 2025,MLPSA-FC,88.65,713740,531900,1245640,2025,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
CESAAP5525180001,18,NAYARIT,SANTIAGO IXCUINTLA,EJIDO PASO REAL DE CAHUIPA,EJIDO,SA.2 MECANISMOS LOCALES DE PAGO POR SERVICIOS AMBIENTALES A TRAVÉS DE FONDOS CONCURRENTES 2025,MLPSA-FC,1600,1000000,1000000,2000000,2025,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
FPB1AP3522180005,18,NAYARIT,DEL NAYAR,COMUNIDAD INDIGENA SAN FRANCISCO,COMUNIDAD,FONDO PATRIMONIAL DE BIODIVERSIDAD,FPB,1500,3950000,0,3950000,2022,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
FPB1AP3522180006,18,NAYARIT,DEL NAYAR,COMUNIDAD INDIGENA SAN JUAN PEYOTAN,COMUNIDAD,FONDO PATRIMONIAL DE BIODIVERSIDAD,FPB,1500,3950000,0,3950000,2022,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
FPB1AP3522180003,18,NAYARIT,DEL NAYAR,COMUNIDAD INDIGENA SANTA ROSA,COMUNIDAD,FONDO PATRIMONIAL DE BIODIVERSIDAD,FPB,1500,3950000,0,3950000,2022,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
FPB1AP3522180001,18,NAYARIT,DEL NAYAR,COMUNIDAD INDIGENA ZOQUIPAN,COMUNIDAD,FONDO PATRIMONIAL DE BIODIVERSIDAD,FPB,2500,6450000,0,6450000,2022,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
FPB1AP3522180002,18,NAYARIT,DEL NAYAR,COMUNIDAD INDIGENA JESUS MARIA,COMUNIDAD,FONDO PATRIMONIAL DE BIODIVERSIDAD,FPB,2500,6450000,0,6450000,2022,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
FPB1AP3522180007,18,NAYARIT,DEL NAYAR,COMUNIDAD INDIGENA MESA DEL NAYAR,COMUNIDAD,FONDO PATRIMONIAL DE BIODIVERSIDAD,FPB,2500,6450000,0,6450000,2022,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
FPB1AP3522180004,18,NAYARIT,DEL NAYAR,COMUNIDAD INDIGENA SANTA TERESA,COMUNIDAD,FONDO PATRIMONIAL DE BIODIVERSIDAD,FPB,1,1,0,1,2022,SERVICIOS AMBIENTALES Y CONSERVACIÓN DE LA BIODIVERSIDAD
